Station Number,Station Name(Kanji),Station Name(Kana),Station Name,Station Name of Snow(Kanji),Station Name of Snow(Kana),Station Name of Snow,Latitude_Precipitation(degree),Longitude_Precipitation(degree),Altitude_Precipitation(m),Height of Anemometer(m),Latitude_Snow(degree),Longitude_Snow(degree),Altitude_Snow(m),Precipitation,Wind Speed,Temperature,Sunshine Duration,Depth of Snow Cover,Humidity,Start Date,End Date,Old Station Number,Disconnection of Precipitation,Disconnection of Wind Speed,Disconnection of Temperature,Disconnection of Sunshine Duration,Disconnection of Depth of Snow Cover,Disconnection of Humidity
19151,標茶,シベチャ,SHIBECHA,標茶,シベチャ,SHIBECHA,43.292,144.587,20,10.0,43.292,144.587,20,1,1,1,2,1,0,2021-03-02,9999-99-99,19151,0,0,0,6,0,0
19191,鶴居,ツルイ,TSURUI,鶴居,ツルイ,TSURUI,43.232,144.325,38,6.5,43.232,144.325,38,1,1,1,2,1,0,2021-03-02,9999-99-99,19191,0,0,0,6,0,0
19261,中徹別,ナカテシベツ,NAKATESHIBETSU,中徹別,ナカテシベツ,NAKATESHIBETSU,43.198,144.142,80,10.0,43.198,144.142,80,1,1,1,2,1,0,2021-03-02,9999-99-99,19261,0,0,0,6,0,0
19281,塘路,トウロ,TORO,,,,43.148,144.497,25,,,,,1,0,0,0,0,0,1998-12-10,9999-99-99,19281,0,0,0,0,0,0
19301,茶内原野,チャナイゲンヤ,CHANAIGENYA,,,,43.173,144.967,70,,,,,1,0,0,0,0,0,1984-10-01,9999-99-99,19301,1,1,1,1,1,1
19311,榊町,サカキマチ,SAKAKIMACHI,,,,43.120,145.110,2,9.6,,,,1,1,1,2,0,1,2021-03-09,9999-99-99,19311,0,0,0,0,0,0
19346,阿寒,アカン,AKAN,,,,43.113,144.123,40,,,,,1,0,0,0,0,0,2003-10-28,9999-99-99,19346,0,0,0,0,0,0
19347,鶴丘,ツルオカ,TSURUOKA,鶴丘,ツルオカ,TSURUOKA,43.040,144.192,95,10.0,43.040,144.192,95,1,1,1,0,1,0,2017-03-08,9999-99-99,19347,0,0,0,0,0,0
19376,太田,オオタ,OTA,太田,オオタ,OTA,43.090,144.778,85,10.0,43.090,144.778,85,1,1,1,2,1,0,2021-03-02,9999-99-99,19376,0,0,0,6,0,0
19406,二俣,フタマタ,FUTAMATA,,,,42.972,143.875,45,,,,,1,0,0,0,0,0,1976-06-29,9999-99-99,19406,1,1,1,1,1,1
19416,白糠,シラヌカ,SHIRANUKA,白糠,シラヌカ,SHIRANUKA,42.970,144.062,9,10.0,42.970,144.062,9,1,1,1,2,1,0,2021-03-02,9999-99-99,19416,0,0,0,6,0,0
19432,釧路,クシロ,KUSHIRO,釧路,クシロ,KUSHIRO,42.985,144.377,5,66.1,42.985,144.377,5,1,1,1,1,1,1,2021-03-02,9999-99-99,19432,0,0,0,0,0,0
19451,知方学,チッポマナイ,CHIPPOMANAI,,,,42.938,144.735,149,10.1,,,,1,1,1,2,0,1,2021-03-08,9999-99-99,19451,0,0,0,0,0,0
20047,三股,ミツマタ,MITSUMATA,,,,43.510,143.148,660,,,,,1,0,0,0,0,0,2005-11-09,9999-99-99,20047,1,1,1,1,1,1
20071,小利別,ショウトシベツ,SHOTOSHIBETSU,,,,43.588,143.680,313,,,,,1,0,0,0,0,0,1983-08-02,9999-99-99,20071,1,1,1,1,1,1
20146,陸別,リクベツ,RIKUBETSU,陸別,リクベツ,RIKUBETSU,43.472,143.753,210,10.0,43.472,143.753,210,1,1,1,2,1,1,2022-09-27,9999-99-99,20146,0,0,0,0,0,0
20186,ぬかびら源泉郷,ヌカビラゲンセンキョウ,NUKABIRA-GENSENKYO,ぬかびら源泉郷,ヌカビラゲンセンキョウ,NUKABIRA-GENSENKYO,43.367,143.192,540,9.9,43.367,143.192,540,1,1,1,2,1,1,2021-10-06,9999-99-99,20186,0,0,0,0,0,0
20202,柏倉,カシワクラ,KASHIWAKURA,,,,43.362,143.458,378,,,,,1,0,0,0,0,0,1983-10-05,9999-99-99,20202,1,1,1,1,1,1
20222,上螺湾,カミラワン,KAMIRAWAN,,,,43.318,143.802,232,,,,,1,0,0,0,0,0,1983-10-05,9999-99-99,20222,1,1,1,1,1,1
20266,上士幌,カミシホロ,KAMISHIHORO,上士幌,カミシホロ,KAMISHIHORO,43.242,143.295,287,10.1,43.242,143.295,287,1,1,1,2,1,1,2021-03-11,9999-99-99,20266,0,0,0,0,0,0
20276,足寄,アショロ,ASHORO,,,,43.243,143.553,90,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,20276,0,0,0,6,0,0
20331,押帯,オショップ,OSHOPPU,,,,43.115,143.443,104,,,,,1,0,0,0,0,0,1983-08-02,9999-99-99,20331,1,1,1,1,1,1
20341,本別,ホンベツ,HOMBETSU,本別,ホンベツ,HOMBETSU,43.132,143.600,67,10.0,43.132,143.600,67,1,1,1,2,1,1,2021-09-28,9999-99-99,20341,0,0,0,0,0,0
20356,新得,シントク,SHINTOKU,新得,シントク,SHINTOKU,43.077,142.840,178,8.3,43.077,142.840,178,1,1,1,2,1,0,2021-03-02,9999-99-99,20356,0,0,0,6,0,0
20361,鹿追,シカオイ,SHIKAOI,,,,43.103,142.995,206,8.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,20361,0,0,0,6,0,0
20371,駒場,コマバ,KOMABA,,,,43.050,143.183,112,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,20371,0,0,0,6,0,0
20421,芽室,メムロ,MEMURO,芽室,メムロ,MEMURO,42.900,143.043,90,10.0,42.900,143.043,90,1,1,1,2,1,0,2021-03-02,9999-99-99,20421,0,0,0,6,0,0
20432,帯広,オビヒロ,OBIHIRO,帯広,オビヒロ,OBIHIRO,42.922,143.212,38,11.2,42.922,143.212,38,1,1,1,1,1,1,2021-03-02,9999-99-99,20432,0,0,0,0,0,0
20441,池田,イケダ,IKEDA,,,,42.920,143.458,42,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,20441,0,0,0,6,0,0
20451,留真,ルシン,RUSHIN,,,,42.917,143.662,40,,,,,1,0,0,0,0,0,1984-10-01,9999-99-99,20451,1,1,1,1,1,1
20506,浦幌,ウラホロ,URAHORO,浦幌,ウラホロ,URAHORO,42.808,143.657,20,8.3,42.808,143.657,20,1,1,1,2,1,0,2021-03-02,9999-99-99,20506,0,0,0,6,0,0
20551,帯広泉,オビヒロイズミ,OBIHIRO-IZUMI,帯広泉,オビヒロイズミ,OBIHIRO-IZUMI,42.733,143.217,149,10.0,42.733,143.217,149,1,1,1,0,1,0,2018-10-11,9999-99-99,20551,0,0,0,0,0,0
20556,糠内,ヌカナイ,NUKANAI,,,,42.787,143.328,70,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,20556,0,0,0,6,0,0
20601,上札内,カミサツナイ,KAMISATSUNAI,上札内,カミサツナイ,KAMISATSUNAI,42.642,143.097,251,10.0,42.642,143.097,251,1,1,1,2,1,0,2021-03-02,9999-99-99,20601,0,0,0,6,0,0
20606,更別,サラベツ,SARABETSU,,,,42.652,143.195,185,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,20606,0,0,0,6,0,0
20631,大津,オオツ,OTSU,,,,42.687,143.647,4,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,20631,0,0,0,6,0,0
20696,大樹,タイキ,TAIKI,大樹,タイキ,TAIKI,42.500,143.273,87,10.0,42.500,143.273,87,1,1,1,2,1,0,2021-03-02,9999-99-99,20696,0,0,0,6,0,0
20751,広尾,ヒロオ,HIRO-O,広尾,ヒロオ,HIRO-O,42.293,143.317,32,20.1,42.293,143.317,32,1,1,1,1,1,1,2021-03-02,9999-99-99,20751,0,0,0,0,0,0
21031,安平,アビラ,ABIRA,安平,アビラ,ABIRA,42.813,141.828,32,,42.813,141.828,32,1,0,0,0,1,0,1983-09-30,9999-99-99,21031,0,0,0,0,0,0
21111,厚真,アツマ,ATSUMA,,,,42.730,141.888,20,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,21111,0,0,0,6,0,0
21126,穂別,ホベツ,HOBETSU,穂別,ホベツ,HOBETSU,42.762,142.143,56,10.0,42.762,142.143,56,1,1,1,2,1,0,2021-03-02,9999-99-99,21126,0,0,0,6,0,0
21161,大滝,オオタキ,OTAKI,大滝,オオタキ,OTAKI,42.670,141.078,390,10.0,42.670,141.078,390,1,1,1,2,1,0,2021-03-02,9999-99-99,21161,0,0,0,6,0,0
21171,森野,モリノ,MORINO,,,,42.630,141.247,170,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,21171,0,0,0,6,0,0
21187,苫小牧,トマコマイ,TOMAKOMAI,苫小牧,トマコマイ,TOMAKOMAI,42.623,141.547,6,20.2,42.623,141.547,6,1,1,1,1,1,1,2021-03-02,9999-99-99,21187,0,0,0,0,0,0
21226,大岸,オオキシ,OKISHI,大岸,オオキシ,OKISHI,42.590,140.643,4,10.1,42.590,140.643,4,1,1,1,2,1,1,2021-03-15,9999-99-99,21226,0,0,0,0,0,0
21237,洞爺湖温泉,トウヤコオンセン,TOYAKOONSEN,,,,42.565,140.807,85,,,,,1,0,0,0,0,0,2004-04-02,9999-99-99,21237,0,0,0,0,0,0
21251,カルルス,カルルス,KARURUSU,,,,42.517,141.107,300,,,,,1,0,0,0,0,0,2004-12-10,9999-99-99,21251,0,0,0,0,0,0
21261,白老,シラオイ,SHIRAOI,白老,シラオイ,SHIRAOI,42.543,141.352,6,6.5,42.543,141.352,6,1,1,1,2,1,0,2021-03-02,9999-99-99,21261,0,0,0,6,0,0
21276,鵡川,ムカワ,MUKAWA,,,,42.590,141.933,10,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,21276,0,0,0,6,0,0
21297,伊達,ダテ,DATE,,,,42.475,140.848,3,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,21297,0,0,0,6,0,0
21312,登別,ノボリベツ,NOBORIBETSU,登別,ノボリベツ,NOBORIBETSU,42.458,141.118,197,10.0,42.458,141.118,197,1,1,1,2,1,0,2021-03-02,9999-99-99,21312,0,0,0,6,0,0
21323,室蘭,ムロラン,MURORAN,室蘭,ムロラン,MURORAN,42.312,140.975,40,18.4,42.312,140.975,40,1,1,1,1,1,1,2021-03-26,9999-99-99,21323,0,0,0,0,0,0
22036,日高,ヒダカ,HIDAKA,日高,ヒダカ,HIDAKA,42.877,142.442,280,10.0,42.877,142.442,280,1,1,1,2,1,0,2021-03-02,9999-99-99,22036,0,0,0,6,0,0
22072,仁世宇,ニセウ,NISEU,,,,42.772,142.358,150,,,,,1,0,0,0,0,0,1985-09-25,9999-99-99,22072,1,1,1,1,1,1
22106,旭,アサヒ,ASAHI,旭,アサヒ,ASAHI,42.628,142.393,245,,42.628,142.393,245,1,0,0,0,1,0,2004-10-29,9999-99-99,22106,0,0,0,0,0,0
22141,日高門別,ヒダカモンベツ,HIDAKA-MOMBETSU,,,,42.497,142.053,47,9.9,,,,1,1,1,2,0,1,2021-10-25,9999-99-99,22141,0,0,0,0,0,0
22156,新和,シンワ,SHINWA,,,,42.543,142.333,60,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,22156,0,0,0,6,0,0
22206,笹山,ササヤマ,SASAYAMA,,,,42.433,142.482,110,,,,,1,0,0,0,0,0,1987-10-06,9999-99-99,22206,1,1,1,1,1,1
22241,静内,シズナイ,SHIZUNAI,静内,シズナイ,SHIZUNAI,42.343,142.362,10,9.9,42.343,142.362,10,1,1,1,2,1,1,2021-09-14,9999-99-99,22241,0,0,0,0,0,0
22291,三石,ミツイシ,MITSUISHI,,,,42.245,142.662,10,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,22291,0,0,0,6,0,0
22306,中杵臼,ナカキネウス,NAKAKINEUSU,中杵臼,ナカキネウス,NAKAKINEUSU,42.223,142.948,98,10.0,42.223,142.948,98,1,1,1,2,1,0,2021-03-02,9999-99-99,22306,0,0,0,6,0,0
22327,浦河,ウラカワ,URAKAWA,浦河,ウラカワ,URAKAWA,42.162,142.777,37,18.1,42.162,142.777,37,1,1,1,1,1,1,2021-03-02,9999-99-99,22327,0,0,0,0,0,0
22356,目黒,メグロ,MEGURO,目黒,メグロ,MEGURO,42.128,143.312,7,,42.128,143.312,7,1,0,0,0,1,0,2020-11-10,9999-99-99,22356,0,0,0,0,0,0
22366,幌満,ホロマン,HOROMAN,,,,42.077,143.035,0,,,,,1,0,0,0,0,0,2008-11-20,9999-99-99,22366,0,0,0,0,0,0
22391,えりも岬,エリモミサキ,ERIMOMISAKI,,,,41.925,143.243,63,8.1,,,,1,1,1,2,0,1,2021-03-23,9999-99-99,22391,0,0,0,0,0,0
23031,長万部,オシャマンベ,OSHAMAMBE,長万部,オシャマンベ,OSHAMAMBE,42.523,140.382,10,10.0,42.523,140.382,10,1,1,1,2,1,0,2021-03-02,9999-99-99,23031,0,0,0,6,0,0
23086,八雲,ヤクモ,YAKUMO,八雲,ヤクモ,YAKUMO,42.252,140.272,8,9.4,42.252,140.272,8,1,1,1,2,1,0,2021-03-02,9999-99-99,23086,0,0,0,6,0,0
23166,森,モリ,MORI,森,モリ,MORI,42.067,140.588,125,8.0,42.067,140.588,125,1,1,1,2,1,0,2021-03-02,9999-99-99,23166,0,0,0,6,0,0
23191,大沼,オオヌマ,ONUMA,大沼,オオヌマ,ONUMA,41.977,140.715,165,,41.977,140.715,165,1,0,0,0,1,0,1992-12-11,9999-99-99,23191,0,0,0,0,0,0
23206,川汲,カックミ,KAKKUMI,,,,41.905,140.970,25,10.1,,,,1,1,1,2,0,1,2021-03-17,9999-99-99,23206,0,0,0,0,0,0
23226,北斗,ホクト,HOKUTO,,,,41.887,140.653,25,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,23226,0,0,0,6,0,0
23232,函館,ハコダテ,HAKODATE,函館,ハコダテ,HAKODATE,41.817,140.753,35,25.9,41.817,140.753,35,1,1,1,1,1,1,2021-03-17,9999-99-99,23232,0,0,0,0,0,0
23281,高松,タカマツ,TAKAMATSU,高松,タカマツ,TAKAMATSU,41.770,140.822,34,10.0,41.770,140.822,34,1,1,1,0,1,0,2017-03-08,9999-99-99,23281,0,0,0,0,0,0
23291,戸井泊,トイトマリ,TOITOMARI,,,,41.717,141.003,20,,,,,1,0,0,0,0,0,2004-12-06,9999-99-99,23291,0,0,0,0,0,0
23321,知内,シリウチ,SHIRIUCHI,,,,41.598,140.375,24,,,,,1,0,0,0,0,0,2004-10-01,9999-99-99,23321,1,1,1,1,1,1
23326,木古内,キコナイ,KIKONAI,,,,41.680,140.437,10,9.9,,,,1,1,1,2,0,1,2021-10-19,9999-99-99,23326,0,0,0,0,0,0
23356,千軒,センゲン,SENGEN,千軒,センゲン,SENGEN,41.558,140.272,100,,41.558,140.272,100,1,0,0,0,1,0,1982-10-24,9999-99-99,23356,0,0,0,0,0,0
23376,松前,マツマエ,MATSUMAE,,,,41.423,140.087,30,10.1,,,,1,1,1,2,0,1,2021-03-18,9999-99-99,23376,0,0,0,0,0,0
24041,せたな,セタナ,SETANA,,,,42.450,139.852,10,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,24041,0,0,0,6,0,0
24051,今金,イマカネ,IMAKANE,今金,イマカネ,IMAKANE,42.428,140.008,19,10.0,42.428,140.008,19,1,1,1,2,1,0,2021-03-02,9999-99-99,24051,0,0,0,6,0,0
24101,奥尻,オクシリ,OKUSHIRI,,,,42.248,139.557,5,9.9,,,,1,1,1,2,0,1,2021-11-17,9999-99-99,24101,0,0,0,0,0,0
24141,熊石,クマイシ,KUMAISHI,熊石,クマイシ,KUMAISHI,42.128,139.985,12,10.0,42.128,139.985,12,1,1,1,2,1,0,2021-03-02,9999-99-99,24141,0,0,0,6,0,0
24156,米岡,ヨネオカ,YONEOKA,,,,42.072,139.432,49,10.0,,,,1,1,1,0,0,0,2020-11-05,9999-99-99,24156,0,0,0,0,0,0
24166,潮見,シオミ,SHIOMI,,,,42.038,140.088,50,,,,,1,0,0,0,0,0,1982-06-22,9999-99-99,24166,0,0,0,0,0,0
24201,鶉,ウズラ,UZURA,鶉,ウズラ,UZURA,41.930,140.312,53,10.0,41.930,140.312,53,1,1,1,2,1,0,2021-03-02,9999-99-99,24201,0,0,0,6,0,0
24217,江差,エサシ,ESASHI,江差,エサシ,ESASHI,41.867,140.123,4,19.5,41.867,140.123,4,1,1,1,1,1,1,2021-03-02,9999-99-99,24217,0,0,0,0,0,0
24236,石崎,イシザキ,ISHIZAKI,,,,41.700,140.028,5,,,,,1,0,0,0,0,0,2001-03-16,9999-99-99,24236,0,0,0,0,0,0
31001,大間,オオマ,OMA,大間,オオマ,OMA,41.527,140.912,14,10.0,41.527,140.912,14,1,1,1,2,1,0,2021-03-02,9999-99-99,31001,0,0,0,6,0,0
31036,湯野川,ユノカワ,YUNOKAWA,,,,41.313,140.957,162,,,,,1,0,0,0,0,0,2005-10-21,9999-99-99,31036,1,1,1,1,1,1
31111,むつ,ムツ,MUTSU,むつ,ムツ,MUTSU,41.283,141.210,3,11.1,41.283,141.210,3,1,1,1,1,1,1,2021-03-02,9999-99-99,31111,0,0,0,0,0,0
31121,小田野沢,オダノサワ,ODANOSAWA,,,,41.235,141.397,6,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,31121,0,0,0,6,0,0
31136,今別,イマベツ,IMABETSU,今別,イマベツ,IMABETSU,41.180,140.482,30,10.0,41.180,140.482,30,1,1,1,2,1,0,2021-03-02,9999-99-99,31136,0,0,0,6,0,0
31156,脇野沢,ワキノサワ,WAKINOSAWA,脇野沢,ワキノサワ,WAKINOSAWA,41.145,140.822,15,10.0,41.145,140.822,15,1,1,1,2,1,0,2021-03-02,9999-99-99,31156,0,0,0,6,0,0
31186,市浦,シウラ,SHIURA,,,,41.057,140.347,20,9.9,,,,1,1,1,2,0,1,2021-10-18,9999-99-99,31186,0,0,0,0,0,0
31201,蟹田,カニタ,KANITA,,,,41.045,140.633,5,8.2,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,31201,0,0,0,6,0,0
31296,五所川原,ゴショガワラ,GOSHOGAWARA,五所川原,ゴショガワラ,GOSHOGAWARA,40.808,140.458,9,9.9,40.808,140.458,9,1,1,1,2,1,1,2021-10-04,9999-99-99,31296,0,0,0,0,0,0
31312,青森,アオモリ,AOMORI,青森,アオモリ,AOMORI,40.822,140.768,3,31.8,40.822,140.768,3,1,1,1,1,1,1,2021-03-02,9999-99-99,31312,0,0,0,0,0,0
31321,大和山,ヤマトヤマ,YAMATOYAMA,,,,40.848,140.985,137,,,,,1,0,0,0,0,0,1975-05-24,9999-99-99,31321,1,1,1,1,1,1
31332,野辺地,ノヘジ,NOHEJI,野辺地,ノヘジ,NOHEJI,40.885,141.160,14,10.0,40.885,141.160,14,1,1,1,2,1,0,2021-03-02,9999-99-99,31332,0,0,0,6,0,0
31336,六ケ所,ロッカショ,ROKKASHO,,,,40.885,141.272,80,8.3,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,31336,0,0,0,6,0,0
31366,鰺ケ沢,アジガサワ,AJIGASAWA,鰺ケ沢,アジガサワ,AJIGASAWA,40.777,140.205,40,10.1,40.777,140.205,40,1,1,1,2,1,1,2021-03-23,9999-99-99,31366,0,0,0,0,0,0
31386,青森大谷,アオモリオオタニ,AOMORI-OTANI,青森大谷,アオモリオオタニ,AOMORI-OTANI,40.733,140.688,198,10.0,40.733,140.688,198,1,1,1,0,1,0,2020-11-26,9999-99-99,31386,0,0,0,0,0,0
31411,七戸,シチノヘ,SHICHINOHE,,,,40.708,141.128,57,,,,,1,0,0,0,0,0,2000-10-30,9999-99-99,31411,0,0,0,0,0,0
31436,深浦,フカウラ,FUKAURA,深浦,フカウラ,FUKAURA,40.645,139.932,66,22.2,40.645,139.932,66,1,1,1,1,1,1,2021-03-02,9999-99-99,31436,0,0,0,0,0,0
31451,岳,ダケ,DAKE,,,,40.628,140.263,438,,,,,1,0,0,0,0,0,1998-12-04,9999-99-99,31451,0,0,0,0,0,0
31461,弘前,ヒロサキ,HIROSAKI,弘前,ヒロサキ,HIROSAKI,40.612,140.455,30,10.0,40.612,140.455,30,1,1,1,2,1,1,2021-03-08,9999-99-99,31461,0,0,0,0,0,0
31466,黒石,クロイシ,KUROISHI,,,,40.667,140.585,30,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,31466,0,0,0,6,0,0
31482,酸ケ湯,スカユ,SUKAYU,酸ケ湯,スカユ,SUKAYU,40.648,140.848,890,10.0,40.648,140.848,890,1,1,1,2,1,0,2021-03-02,9999-99-99,31482,0,0,0,6,0,0
31506,三沢,ミサワ,MISAWA,,,,40.675,141.375,39,8.1,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,31506,0,0,0,6,0,0
31551,大鰐,オオワニ,OWANI,,,,40.530,140.555,63,,,,,1,0,0,0,0,0,2010-12-06,9999-99-99,31551,1,1,1,1,1,1
31562,温川,ヌルカワ,NURUKAWA,,,,40.515,140.783,404,,,,,1,0,0,0,0,0,2009-10-28,9999-99-99,31562,0,0,0,0,0,0
31586,十和田,トワダ,TOWADA,十和田,トワダ,TOWADA,40.607,141.233,55,10.0,40.607,141.233,55,1,1,1,2,1,0,2021-03-02,9999-99-99,31586,0,0,0,6,0,0
31602,八戸,ハチノヘ,HACHINOHE,八戸,ハチノヘ,HACHINOHE,40.527,141.522,27,27.5,40.527,141.522,27,1,1,1,1,1,1,2021-03-02,9999-99-99,31602,0,0,0,0,0,0
31646,碇ケ関,イカリガセキ,IKARIGASEKI,碇ケ関,イカリガセキ,IKARIGASEKI,40.482,140.620,135,10.1,40.482,140.620,135,1,1,1,2,1,1,2021-03-09,9999-99-99,31646,0,0,0,0,0,0
31662,休屋,ヤスミヤ,YASUMIYA,,,,40.427,140.898,414,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,31662,0,0,0,6,0,0
31671,戸来,ヘライ,HERAI,,,,40.468,141.177,125,,,,,1,0,0,0,0,0,2009-10-29,9999-99-99,31671,0,0,0,0,0,0
31721,三戸,サンノヘ,SANNOHE,三戸,サンノヘ,SANNOHE,40.383,141.257,60,9.9,40.383,141.257,60,1,1,1,2,1,1,2021-10-12,9999-99-99,31721,0,0,0,0,0,0
32056,八森,ハチモリ,HACHIMORI,,,,40.413,139.948,34,10.1,,,,1,1,1,2,0,1,2021-03-22,9999-99-99,32056,0,0,0,0,0,0
32071,藤里,フジサト,FUJISATO,,,,40.320,140.293,68,,,,,1,0,0,0,0,0,2006-12-13,9999-99-99,32071,0,0,0,0,0,0
32091,陣場,ジンバ,JIMBA,,,,40.403,140.608,176,,,,,1,0,0,0,0,0,1974-11-01,9999-99-99,32091,1,1,1,1,1,1
32096,藤原,フジワラ,FUJIWARA,,,,40.353,140.780,280,,,,,1,0,0,0,0,0,2017-03-25,9999-99-99,32096,0,0,0,0,0,0
32111,能代,ノシロ,NOSHIRO,能代,ノシロ,NOSHIRO,40.198,140.032,6,19.0,40.198,140.032,6,1,1,1,2,1,0,2021-03-02,9999-99-99,32111,0,0,0,6,0,0
32126,鷹巣,タカノス,TAKANOSU,鷹巣,タカノス,TAKANOSU,40.227,140.372,29,10.3,40.227,140.372,29,1,1,1,2,1,1,2021-10-07,9999-99-99,32126,0,0,0,0,0,0
32136,大館,オオダテ,ODATE,,,,40.252,140.505,49,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,32136,0,0,0,6,0,0
32146,鹿角,カヅノ,KAZUNO,鹿角,カヅノ,KAZUNO,40.215,140.787,123,10.0,40.215,140.787,123,1,1,1,2,1,0,2021-03-02,9999-99-99,32146,0,0,0,6,0,0
32181,脇神,ワキガミ,WAKIGAMI,,,,40.192,140.372,84,10.0,,,,1,1,1,0,0,0,2022-11-10,9999-99-99,32181,0,0,0,0,0,0
32206,湯瀬,ユゼ,YUZE,,,,40.120,140.840,214,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,32206,0,0,0,6,0,0
32266,八幡平,ハチマンタイ,HACHIMANTAI,,,,40.013,140.802,578,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,32266,0,0,0,6,0,0
32276,男鹿真山,オガシンザン,OGASHINZAN,,,,39.938,139.782,84,,,,,1,0,0,0,0,0,2009-11-27,9999-99-99,32276,0,0,0,0,0,0
32286,男鹿,オガ,OGA,,,,39.912,139.900,20,6.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,32286,0,0,0,6,0,0
32287,大潟,オオガタ,OGATA,,,,40.000,139.950,-3,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,32287,0,0,0,6,0,0
32296,五城目,ゴジョウメ,GOJOME,五城目,ゴジョウメ,GOJOME,39.938,140.115,6,6.5,39.938,140.115,6,1,1,1,2,1,0,2021-03-02,9999-99-99,32296,0,0,0,6,0,0
32311,阿仁合,アニアイ,ANIAI,阿仁合,アニアイ,ANIAI,39.993,140.403,120,6.5,39.993,140.403,120,1,1,1,2,1,0,2021-03-02,9999-99-99,32311,0,0,0,6,0,0
32312,比立内,ヒタチナイ,HITACHINAI,,,,39.903,140.450,210,,,,,1,0,0,0,0,0,1976-09-21,9999-99-99,32312,1,1,1,1,1,1
32376,桧木内,ヒノキナイ,HINOKINAI,,,,39.812,140.585,255,,,,,1,0,0,0,0,0,1978-10-12,9999-99-99,32376,1,1,1,1,1,1
32402,秋田,アキタ,AKITA,秋田,アキタ,AKITA,39.717,140.098,6,40.8,39.717,140.098,6,1,1,1,1,1,1,2021-03-02,9999-99-99,32402,0,0,0,0,0,0
32407,岩見三内,イワミサンナイ,IWAMISANNAI,,,,39.707,140.287,41,10.1,,,,1,1,1,2,0,1,2021-03-11,9999-99-99,32407,0,0,0,0,0,0
32408,仁別,ニベツ,NIBETSU,,,,39.800,140.217,179,,,,,1,0,0,0,0,0,1985-06-14,9999-99-99,32408,1,1,1,1,1,1
32426,鎧畑,ヨロイバタ,YOROIBATA,,,,39.775,140.665,281,,,,,1,0,0,0,0,0,2011-12-13,9999-99-99,32426,0,0,0,0,0,0
32431,田沢湖高原,タザワココウゲン,TAZAWAKO-KOGEN,,,,39.778,140.762,652,,,,,1,0,0,0,0,0,2014-08-29,9999-99-99,32431,1,1,1,1,1,1
32451,雄和,ユウワ,YUWA,雄和,ユウワ,YUWA,39.615,140.218,93,10.0,39.615,140.218,93,1,1,1,0,1,0,2018-11-30,9999-99-99,32451,0,0,0,0,0,0
32466,角館,カクノダテ,KAKUNODATE,角館,カクノダテ,KAKUNODATE,39.603,140.557,56,10.0,39.603,140.557,56,1,1,1,2,1,0,2021-03-02,9999-99-99,32466,0,0,0,6,0,0
32476,田沢湖,タザワコ,TAZAWAKO,,,,39.698,140.732,230,6.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,32476,0,0,0,6,0,0
32496,大正寺,ダイショウジ,DAISHOJI,大正寺,ダイショウジ,DAISHOJI,39.527,140.233,20,6.5,39.527,140.233,20,1,1,1,2,1,0,2021-03-02,9999-99-99,32496,0,0,0,6,0,0
32551,大曲,オオマガリ,OMAGARI,,,,39.490,140.495,30,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,32551,0,0,0,6,0,0
32571,本荘,ホンジョウ,HONJO,本荘,ホンジョウ,HONJO,39.360,140.055,11,6.5,39.360,140.055,11,1,1,1,2,1,0,2021-03-02,9999-99-99,32571,0,0,0,6,0,0
32581,東由利,ヒガシユリ,HIGASHIYURI,,,,39.305,140.288,117,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,32581,0,0,0,6,0,0
